Date,Open,High,Low,Close,Adj Close,Volume
11/3/21,4835.810059,4858.709961,4804.370117,4821.109863,4821.109863,142800
11/4/21,4841.089844,4873.939941,4834.740234,4868.740234,4868.740234,132600
11/5/21,4858.899902,4889.680176,4841.740234,4842.350098,4842.350098,147800
11/8/21,4841.149902,4866.080078,4827.689941,4848.180176,4848.180176,137400
11/9/21,4858.25,4870.790039,4818.540039,4846.740234,4846.740234,118400
11/10/21,4832.799805,4832.799805,4754,4821.189941,4821.189941,135100
11/11/21,4814.77002,4898.649902,4809.109863,4898.649902,4898.649902,160500
11/12/21,4902.930176,4909.080078,4875.350098,4888.370117,4888.370117,132700
11/15/21,4894.410156,4906.330078,4863.399902,4882.379883,4882.379883,121800
11/16/21,4880.899902,4915.370117,4876.5,4883.319824,4883.319824,127300
11/17/21,4883.25,4891.52002,4864.52002,4885.75,4885.75,108500
11/18/21,4871.419922,4871.419922,4830.410156,4837.620117,4837.620117,114500
11/19/21,4832.060059,4892.810059,4829.569824,4890.060059,4890.060059,127200
11/22/21,4895.390137,4919,4893.27002,4912.399902,4912.399902,138100
11/23/21,4905.759766,4927.52002,4896.879883,4913.350098,4913.350098,154300
11/24/21,4914.029785,4935.490234,4899.609863,4916.660156,4916.660156,137200
11/25/21,4917.609863,4921.330078,4891.72998,4896.439941,4896.439941,116000
11/26/21,4886.950195,4886.950195,4850.810059,4860.129883,4860.129883,120400
11/29/21,4820.009766,4858.529785,4818.709961,4851.419922,4851.419922,133600
11/30/21,4857.180176,4871.25,4810.220215,4832.029785,4832.029785,129600
12/1/21,4831.890137,4844.52002,4823.930176,4843.850098,4843.850098,123100
12/2/21,4839.910156,4866.850098,4830.319824,4856.160156,4856.160156,148100
12/3/21,4856.97998,4901.02002,4853.350098,4901.02002,4901.02002,144100
12/6/21,4909.430176,4943.899902,4888.689941,4892.620117,4892.620117,173600
12/7/21,4930.830078,4934.100098,4895.220215,4922.100098,4922.100098,179100
12/8/21,4934.410156,4995.930176,4915.790039,4995.930176,4995.930176,157500
12/9/21,5000.689941,5114.5,4999.410156,5078.689941,5078.689941,220600
12/10/21,5046.27002,5060.060059,5035.810059,5055.120117,5055.120117,193700
12/13/21,5090.02002,5143.839844,5079.72998,5083.799805,5083.799805,211800
12/14/21,5066.350098,5075.209961,5038.859863,5049.700195,5049.700195,159100
12/15/21,5036.279785,5060.370117,5003.779785,5005.899902,5005.899902,150500
12/16/21,5006.609863,5034.72998,4987.220215,5034.72998,5034.72998,144100
12/17/21,5021.339844,5022.109863,4954.759766,4954.759766,4954.759766,149000
12/20/21,4934.970215,4971.669922,4872.680176,4880.419922,4880.419922,169700
12/21/21,4876.509766,4917.799805,4872.950195,4913.490234,4913.490234,143300
12/22/21,4924.580078,4936.669922,4903.169922,4914.450195,4914.450195,133300
12/23/21,4924.290039,4948.740234,4906.75,4948.740234,4948.740234,139600
12/24/21,4953.060059,4964.910156,4905.97998,4921.339844,4921.339844,142700
12/27/21,4918.149902,4939.689941,4894.160156,4919.319824,4919.319824,124100
12/28/21,4923.689941,4959.140137,4913.600098,4955.959961,4955.959961,130500
12/29/21,4958.649902,4958.649902,4883.47998,4883.47998,4883.47998,113600
12/30/21,4882.160156,4940.180176,4878.649902,4921.509766,4921.509766,121600
12/31/21,4937.459961,4950.359863,4923.140137,4940.370117,4940.370117,121300
1/4/22,4957.97998,4961.450195,4874.529785,4917.77002,4917.77002,151500
1/5/22,4907.930176,4916.279785,4851.97998,4868.120117,4868.120117,178800
1/6/22,4842.160156,4857.560059,4786.430176,4818.22998,4818.22998,157700
1/7/22,4824.319824,4856.649902,4818.189941,4822.370117,4822.370117,187100
1/10/22,4812.22998,4844.390137,4780.819824,4844.049805,4844.049805,156200
1/11/22,4840.009766,4850.879883,4791.890137,4797.77002,4797.77002,146900
1/12/22,4818.890137,4852.72998,4810.919922,4845.580078,4845.580078,143200
1/13/22,4853.029785,4853.060059,4765.240234,4765.919922,4765.919922,142500
1/14/22,4743.910156,4764.049805,4723.939941,4726.72998,4726.72998,146900
1/17/22,4728.759766,4775.240234,4726.709961,4767.279785,4767.279785,115300
1/18/22,4766.779785,4826.299805,4747.919922,4813.350098,4813.350098,150900
1/19/22,4815.810059,4828.75,4755.930176,4780.379883,4780.379883,133900
1/20/22,4778.259766,4845,4777.569824,4823.509766,4823.509766,165000
1/21/22,4808.77002,4818.310059,4762.560059,4779.310059,4779.310059,139000
1/24/22,4753.939941,4801.100098,4746.450195,4786.740234,4786.740234,114500
1/25/22,4761.950195,4781.390137,4678.25,4678.450195,4678.450195,133700
1/26/22,4697.100098,4718.990234,4648.129883,4712.310059,4712.310059,107100
1/27/22,4708.100098,4708.439941,4616.029785,4619.879883,4619.879883,121300
1/28/22,4641.810059,4660.52002,4559.830078,4563.77002,4563.77002,126500
2/7/22,4638.580078,4672.649902,4615.009766,4634.089844,4634.089844,144900
2/8/22,4626.439941,4626.439941,4522.470215,4608.77002,4608.77002,155800
2/9/22,4608.149902,4659.459961,4595.279785,4652.060059,4652.060059,148300
2/10/22,4657.209961,4657.209961,4608.089844,4639.859863,4639.859863,151600
2/11/22,4617.870117,4662.600098,4595.879883,4601.399902,4601.399902,156000
2/14/22,4579.419922,4593.629883,4530.060059,4551.689941,4551.689941,143700
2/15/22,4553.810059,4601.450195,4550.540039,4600.100098,4600.100098,115000
2/16/22,4619.850098,4643.100098,4607.220215,4617.990234,4617.990234,107300
2/17/22,4616.899902,4650.160156,4606.950195,4629.160156,4629.160156,110000
2/18/22,4604.569824,4651.339844,4598.100098,4651.240234,4651.240234,104600
2/21/22,4646.049805,4646.669922,4613.299805,4634.310059,4634.310059,112500
2/22/22,4601.919922,4602.069824,4550.799805,4574.149902,4574.149902,123300
2/23/22,4582.009766,4625.299805,4579.290039,4623.049805,4623.049805,123000
2/24/22,4592.069824,4610.879883,4488.47998,4529.319824,4529.319824,184400
2/25/22,4564.629883,4611.859863,4561.899902,4573.419922,4573.419922,149700
2/28/22,4563.740234,4581.649902,4530.680176,4581.649902,4581.649902,135400
3/1/22,4597.850098,4623.430176,4583.919922,4619.689941,4619.689941,123100
3/2/22,4594.02002,4594.02002,4558.439941,4578.600098,4578.600098,113300
3/3/22,4595.02002,4599.399902,4544.430176,4551.629883,4551.629883,138300
3/4/22,4513.359863,4539.390137,4481.490234,4496.430176,4496.430176,127300
3/7/22,4462.52002,4462.52002,4338.299805,4352.779785,4352.779785,162200
3/8/22,4361.640137,4383.649902,4252.540039,4265.390137,4265.390137,167900
3/9/22,4280.97998,4304.47998,4068.189941,4226.350098,4226.350098,194200
3/10/22,4326.200195,4335.669922,4288.509766,4292.839844,4292.839844,145300
3/11/22,4231.200195,4316.040039,4176.450195,4306.52002,4306.52002,152400
3/14/22,4248.149902,4280.359863,4174.759766,4174.759766,4174.759766,130200
3/15/22,4125.490234,4163.419922,3983.810059,3983.810059,3983.810059,202500
3/16/22,4053.100098,4168.589844,3942.860107,4156.080078,4156.080078,196000
3/17/22,4237.669922,4302.740234,4217.799805,4237.700195,4237.700195,179400
3/18/22,4218.470215,4283.370117,4194.939941,4265.899902,4265.899902,149500
3/21/22,4280.140137,4287.819824,4223.02002,4258.75,4258.75,127000
3/22/22,4252.569824,4283.330078,4236.689941,4255.299805,4255.299805,126400
3/23/22,4269.609863,4287.580078,4241.959961,4276.52002,4276.52002,117100
3/24/22,4249.529785,4273.959961,4216.850098,4251.310059,4251.310059,108900
3/25/22,4249.069824,4254.839844,4173.930176,4174.569824,4174.569824,108800
3/28/22,4128.839844,4174.120117,4091.300049,4148.470215,4148.470215,118400
3/29/22,4155.419922,4177.209961,4124.720215,4134.140137,4134.140137,100300
3/30/22,4162.169922,4254.100098,4160.740234,4254.100098,4254.100098,138300
3/31/22,4234.720215,4247.359863,4214.540039,4222.600098,4222.600098,134000
4/1/22,4198.819824,4290.669922,4190.080078,4276.160156,4276.160156,133800
4/6/22,4258.830078,4277.52002,4236.72998,4263.839844,4263.839844,159100
4/7/22,4240.02002,4278.109863,4205.740234,4209.100098,4209.100098,134900
4/8/22,4213.209961,4237.810059,4175.529785,4230.77002,4230.77002,142800
4/11/22,4203.790039,4203.790039,4089.090088,4100.069824,4100.069824,148200
4/12/22,4102.970215,4179.970215,4075.800049,4179.970215,4179.970215,144300
4/13/22,4154.410156,4194.040039,4139.740234,4139.740234,4139.740234,125100
4/14/22,4172.640137,4217.060059,4155.549805,4191.569824,4191.569824,124800
4/15/22,4162.370117,4211.319824,4152.970215,4188.75,4188.75,124800
4/18/22,4152.930176,4171.740234,4119.990234,4166.379883,4166.379883,117500
4/19/22,4161.930176,4186.939941,4115.419922,4134.899902,4134.899902,110200
4/20/22,4130.540039,4136.169922,4060.5,4070.790039,4070.790039,117300
4/21/22,4048.72998,4086.439941,3978.370117,3995.830078,3995.830078,132800
4/22/22,3967.199951,4037.080078,3953.719971,4013.25,4013.25,122100
4/25/22,3933.449951,3958.209961,3814.909912,3814.909912,3814.909912,168400
4/26/22,3822.48999,3871.850098,3773.899902,3784.120117,3784.120117,157600
4/27/22,3758.080078,3895.72998,3757.090088,3895.540039,3895.540039,172700
4/28/22,3883.419922,3943.429932,3873.580078,3921.110107,3921.110107,153100
4/29/22,3939.620117,4017.429932,3898.570068,4016.23999,4016.23999,179500
5/5/22,3995.350098,4039.699951,3988.929932,4010.209961,4010.209961,154200
5/6/22,3928.850098,3947.23999,3902.050049,3908.820068,3908.820068,123000
5/9/22,3883.949951,3914.110107,3854.939941,3877.439941,3877.439941,92900
5/10/22,3820.629883,3932.679932,3808.570068,3919.870117,3919.870117,136400
5/11/22,3917.929932,4033.300049,3916.52002,3976.419922,3976.419922,165600
5/12/22,3949.949951,3985.929932,3935.590088,3958.73999,3958.73999,113400
5/13/22,3983.820068,4003.850098,3957.139893,3988.600098,3988.600098,110000
5/16/22,4015,4018.030029,3947.75,3956.540039,3956.540039,112400
5/17/22,3961.76001,4005.889893,3955.100098,4005.889893,4005.889893,109700
5/18/22,4015.01001,4017.340088,3964.75,3991.909912,3991.909912,108100
5/19/22,3938.300049,3999.600098,3933.75,3999.600098,3999.600098,116300
5/20/22,4020.820068,4077.600098,4020.820068,4077.600098,4077.600098,147100
5/23/22,4080.969971,4080.969971,4029.080078,4053.97998,4053.97998,130500
5/24/22,4052.870117,4055.780029,3959.149902,3959.149902,3959.149902,145600
5/25/22,3959.77002,3983.620117,3946.810059,3983.179932,3983.179932,107700
5/26/22,3987.679932,4015.75,3938.23999,3993.040039,3993.040039,126300
5/27/22,4022.709961,4051.139893,3983.379883,4001.300049,4001.300049,112800
5/30/22,4020.860107,4040.820068,4003.379883,4029.02002,4029.02002,111200
5/31/22,4031.76001,4096.200195,4020.379883,4091.52002,4091.52002,135400
6/1/22,4086.620117,4094.899902,4058.850098,4083.179932,4083.179932,114900
6/2/22,4064,4091.149902,4057.909912,4089.570068,4089.570068,113900
6/6/22,4090.530029,4166.620117,4063.909912,4166.089844,4166.089844,167900
6/7/22,4165.689941,4198.089844,4155.169922,4179.129883,4179.129883,143000
6/8/22,4187.149902,4224.810059,4158.029785,4219.810059,4219.810059,157400
6/9/22,4211.720215,4227.450195,4160.879883,4175.669922,4175.669922,168400
6/10/22,4145.649902,4241.350098,4140.220215,4238.990234,4238.990234,184800
6/13/22,4194.459961,4218.22998,4156.709961,4189.350098,4189.350098,168500
6/14/22,4143.220215,4224.089844,4102.930176,4222.310059,4222.310059,171400
6/15/22,4228.290039,4348.419922,4228.290039,4278.220215,4278.220215,257000
6/16/22,4282.080078,4302.919922,4241.080078,4250.060059,4250.060059,184100
6/17/22,4219.22998,4318.77002,4218.680176,4309.040039,4309.040039,158600
6/20/22,4322.830078,4368.359863,4297.890137,4330.430176,4330.430176,165700
6/21/22,4327.919922,4357.339844,4287.140137,4325.569824,4325.569824,164700
6/22/22,4331.899902,4333.180176,4269.25,4270.620117,4270.620117,158600
6/23/22,4277.959961,4343.879883,4260.899902,4343.879883,4343.879883,170900
6/24/22,4354.549805,4400.689941,4346.120117,4394.77002,4394.77002,169000
6/27/22,4414.330078,4472.689941,4414.330078,4444.259766,4444.259766,177400
6/28/22,4442.580078,4497.890137,4407.350098,4490.52002,4490.52002,174800
6/29/22,4472.72998,4503.129883,4414,4421.359863,4421.359863,187300
6/30/22,4418.069824,4515,4418.069824,4485.009766,4485.009766,156700
7/1/22,4489.52002,4500.990234,4449.290039,4466.720215,4466.720215,144800
7/4/22,4447.220215,4496.029785,4427.819824,4496.029785,4496.029785,146300
7/5/22,4505.459961,4530.319824,4439.450195,4489.540039,4489.540039,155000
7/6/22,4475.47998,4484.359863,4393.419922,4423.970215,4423.970215,149800
7/7/22,4425.279785,4457.339844,4391.189941,4443.470215,4443.470215,132700
7/8/22,4468.060059,4479.490234,4426.890137,4428.779785,4428.779785,123200
7/11/22,4406.149902,4406.149902,4330.580078,4354.620117,4354.620117,134400
7/12/22,4352.649902,4370.339844,4296.620117,4313.620117,4313.620117,130200
7/13/22,4313.359863,4341.470215,4284.939941,4321.459961,4321.459961,131100
7/14/22,4308.819824,4352.100098,4292.759766,4322.069824,4322.069824,145300
7/15/22,4299.470215,4344.859863,4248.529785,4248.529785,4248.529785,150200
7/18/22,4262.149902,4300.779785,4217.509766,4292.589844,4292.589844,122600
7/19/22,4288.439941,4288.439941,4238.819824,4269.339844,4269.339844,103800
7/20/22,4291.279785,4303.370117,4269.970215,4283.799805,4283.799805,94500
7/21/22,4270.359863,4283.149902,4236.049805,4236.060059,4236.060059,117200
7/22/22,4251.790039,4275.470215,4207.310059,4238.22998,4238.22998,103800
7/25/22,4233.930176,4234.839844,4201.919922,4212.640137,4212.640137,83600
7/26/22,4220.089844,4259.990234,4214.529785,4245.97998,4245.97998,85800
7/27/22,4236.149902,4242.100098,4217.279785,4225.040039,4225.040039,78900
7/28/22,4242.27002,4267.919922,4223.029785,4225.669922,4225.669922,107500
7/29/22,4226.419922,4243.509766,4160.870117,4170.100098,4170.100098,114200
8/1/22,4160.649902,4196.569824,4129.450195,4188.680176,4188.680176,107700
8/2/22,4144.379883,4144.379883,4071.429932,4107.02002,4107.02002,142200
8/3/22,4114.830078,4150.97998,4058.179932,4066.97998,4066.97998,116700
8/4/22,4089.439941,4108.160156,4064.659912,4101.540039,4101.540039,89500
8/5/22,4109.629883,4159.47998,4097.859863,4156.910156,4156.910156,102600
8/8/22,4142.109863,4155.72998,4135.080078,4148.069824,4148.069824,90200
8/9/22,4143.669922,4161.810059,4131.430176,4156.290039,4156.290039,84100
8/10/22,4149.209961,4160.790039,4092.550049,4109.740234,4109.740234,85600
8/11/22,4130.740234,4193.810059,4116.060059,4193.540039,4193.540039,121400
8/12/22,4185.419922,4202.470215,4175.049805,4191.149902,4191.149902,106800
8/15/22,4180,4219.919922,4174.299805,4185.680176,4185.680176,105900
8/16/22,4190.529785,4208.799805,4170.52002,4177.839844,4177.839844,93900
8/17/22,4182.569824,4222.790039,4155.169922,4216.959961,4216.959961,112900
8/18/22,4205.790039,4211.910156,4173.540039,4180.100098,4180.100098,101100
8/19/22,4174.549805,4185.660156,4151.069824,4151.069824,4151.069824,117400
8/22/22,4135.160156,4183.649902,4134.200195,4181.399902,4181.399902,112400
8/23/22,4175.529785,4187.390137,4147.410156,4161.080078,4161.080078,103200
8/24/22,4168.580078,4174.160156,4079.090088,4082.419922,4082.419922,119100
8/25/22,4093.290039,4119.620117,4058.75,4116.240234,4116.240234,111300
8/26/22,4127.810059,4139.790039,4102.680176,4107.549805,4107.549805,99000
8/29/22,4063.879883,4092.949951,4059.600098,4089.52002,4089.52002,94400
8/30/22,4088.530029,4093.139893,4048.52002,4075.790039,4075.790039,93300
8/31/22,4057.139893,4112.850098,4046.620117,4078.840088,4078.840088,132500
9/1/22,4066.189941,4090.889893,4041.129883,4043.73999,4043.73999,97400
9/2/22,4054.840088,4056.179932,4004.909912,4023.610107,4023.610107,86800
9/5/22,4010.409912,4017,3982.73999,4015.429932,4015.429932,93800
9/6/22,4024.469971,4054,4009.580078,4052.280029,4052.280029,113500
9/7/22,4032.719971,4067.540039,4028.370117,4054.97998,4054.97998,107700
9/8/22,4059.169922,4067.76001,4036.02002,4037.679932,4037.679932,100900
9/9/22,4050.590088,4099.009766,4042.25,4093.790039,4093.790039,118400
9/13/22,4112.009766,4128.109863,4097.140137,4111.109863,4111.109863,111800
9/14/22,4058.040039,4089.060059,4047.919922,4065.360107,4065.360107,90800
9/15/22,4078.649902,4088.810059,3998.860107,4027.120117,4027.120117,124000
9/16/22,4013.580078,4019.409912,3932.679932,3932.679932,3932.679932,137200
9/19/22,3928.419922,3953.649902,3910.310059,3928,3928,97700
9/20/22,3945.649902,3957.550049,3921.689941,3932.840088,3932.840088,84800
9/21/22,3921.320068,3924.389893,3884.22998,3903.72998,3903.72998,86500
9/22/22,3875.179932,3900.27002,3860.22998,3869.340088,3869.340088,80900
9/23/22,3865.100098,3888.399902,3829.689941,3856.02002,3856.02002,94300
9/26/22,3829.600098,3893.320068,3827.949951,3836.679932,3836.679932,104500
9/27/22,3844.070068,3893.030029,3827.929932,3892.300049,3892.300049,88900
9/28/22,3879.439941,3879.439941,3828.050049,3828.709961,3828.709961,86600
9/29/22,3864.320068,3873.179932,3808.649902,3827.139893,3827.139893,85700
9/30/22,3833.350098,3848.600098,3801.280029,3804.889893,3804.889893,78600
10/10/22,3806.560059,3807.459961,3715.709961,3720.939941,3720.939941,102600
